"p","pname","bdate","ddate","seats"
"P9187","sde dge sa skyong blo gros rgya mtsho/","1722","1774" , 
"P919","a wa dhU ti pa btsun mo can/","1478","1542","G205"
"P920","'brug chen 02 kun dga' dpal 'byor/","1428","1476","G3582"
"P9209","ngag dbang chos 'phel/","1904","1998" , 
"P921","bde chen chos 'khor zhabs drung 02 mi pham chos kyi dbang phyug","1639","1703","G47"
"P922","khams sprul 02 kun dga' bstan 'phel/","1639","1678","G50"
"P9221","blo bzang bstan pa'i nyi ma/","1744","1807" , 
"P923","khams sprul 03 kun dga' bstan 'dzin/","1680","1728","G50"
"P9233","ra kho dpon slob shes rab chos 'byor/","1637","1719","G4478"
"P9236","dge bshes bstan pa bstan 'dzin/","1917","2007","G109,G108"
"P924","khams sprul 06 bstan pa'i nyi ma/","1849","1907","G50"
"P9240","'dan ma chos rje 03 ngag dbang mkhas grub nyi ma/","1727","1773","G172"
"P9242","a mgron 01 mkhas btsun rgya mtsho/","1604","1679" , 
"P9248","a mgron 07 rig 'dzin tshe ring /","1943","2001","G4485"
"P9249","rig pa 'dzin pa'i skyes chen bla ma tshe ring /","1929","2001" , 
"P925","si tu 11 pad+ma dbang mchog rgyal po/","1886","1952","G36"
"P9251","a lags rgyal po 05 dri med blo gros/","1909","1933","G3705"
"P9252","ko'u sde rdzogs chen bstan pa'i rgyal mtshan/","1849","1936","G3702"
"P927","mtshan nyid sprul sku 'jam dpal nor bu/","1892","1960" , 
"P9278","rin chen lhun grub/","1736","1819" , 
"P928","zhwa dmar 11 'jam dbyangs rin po che/","1892","1946","G33"
"P9281","'a zha thugs sprul phun tshogs rnam rgyal/","1822","1869" , 
"P929","dkar dwangs pa/","1883","1947" , 
"P9295","rtogs ldan tshul khrims dga' ba/","1910","1992" , 
"P931","dpal spungs mkhyen brtse karma 'jam dbyangs mkhyen brtse'i 'od zer/","1896","1945","G36"
"P9318","gshen g.yung drung tshul khrims/","1724","1783" , 
"P932","ri pa a leb rtogs ldan 2 mdo sngags bstan pa'i nyi ma bshad sgrub 'phrin las mthar phyin/","1921","1973" , 
"P933","tshe dbang rnam rgyal/","1896","1973" , 
"P934","sangs rgyas mnyan pa 09 karma bshad sgrub bstan pa'i nyi ma/","1897","1962","G214"
"P936","ri pa gsal byed 05 karma rab 'byams chos dbyings dri med snying po/","1907","1991" , 
"P9362","gter ston 'jigs med sna tshogs rang grol/","1796","1861" , 
"P9371","a skyong mkhan po blo bzang rdo rje/","1893","1983","G523"
"P9372","shar wod chos mdzad grags pa bzang po/","1843","1897" , 
"P938","kar lu rin po che/","1905","1989","G37"
"P939","skyid shod zhabs drung ngag dbang bstan 'dzin 'phrin las/","1639","1682" , 
"P940","'brug chen 06 mi pham dbang po/","1641","1717","G46"
"P9403","rong bo mkhan chen 02 dkon mchog yar 'phel/","1766","1777","G2506"
"P941","rtogs ldan khyung sgom pa/","1646","1723" , 
"P9411","yi ngogs mkhan sprul 02 sangs rgyas rgya mtsho/","1705","1731","G4681"
"P9412","yi ngogs mkhan sprul 03 dge 'dun mkhas grub/","1742","1811","G163,G8LS12302"
"P9419","sku dbon dge 'dun 'jigs med/","1785","1843","G163,G8LS12302"
"P9431","dkon mchog bstan 'dzin nyi ma/","1791","1854" , 
"P944","tre ho 03 bstan 'dzin dar rgyas/","1653","1730" , 
"P9441","sgom zhis grub chen tshul khrims bstan 'dzin rgya mtsho/","1722","1793","G4534"
"P9443","sder nang gter chen pad+ma mkhyen brtse'i 'od zer/","1894","1959","G1791,G4550"
"P945","'ba' ra sprul sku rin chen bstan pa'i gsal byed/","1658","1696" , 
"P946","si tu 06 chos rgyal mi pham 'phrin las rab brtan/","1658","1682","G36"
"P947","stag lung pa ngag dbang bkra shis chos kyi rgyal po/","1660","1689","G67"
"P9475","bka' zur phreng ring dza sag 'jigs med sum rtsen dbang po/","1908","1991" , 
"P9478","phreng ring 'gyur med rig 'dzin rnam rgyal/","1926","1984" , 
"P95","sangs rgyas ston pa brtson 'grus seng+ge","1207","1278","G342"
"P950","'jam gling pa blo gros chos 'phel/","1665","1727" , 
"P9505","gdong thog bstan pa'i rgyal mtshan/","1934","2015" , 
"P951","stag lung pa bkra shis 'jam dpal rgya mtsho/","1672","1706" , 
"P9514","rdzogs chen mkhan po pad+ma tshe dbang lhun grub/","1931","2001","G4637,G16,G4638"
"P9518","thos bsam dar rgyas/","1879","1971" , 
"P952","'bri gung pa dkon mchog chos rgyal/","1668","1718","G340"
"P953","si tu 07 legs bshad smra ba'i nyi ma/","1683","1698","G36"
"P955","zhwa dmar 08 dpal chen chos kyi don grub/","1695","1732","G198"
"P9559","rgyal sras pad+ma tshe dbang /","1927","1976" , 
"P9567","a ri khe tshe ring rdo rje/","1870","1949","G1979"
"P957","mtshur phu rgyal tshab 07 dkon mchog 'od zer/","1699","1765","G33"
"P9570","dge bshes blo bzang dar rgyas/","1935","1994","G3839"
"P9574","ye shes thub bstan/","1919","2002" , 
"P9575","rwa sgreng hu thog thu 06 bstan 'dzin 'jigs med mthu stobs dbang phyug","1948","1997" , 
"P9577","lha btsun 02 ngag dbang kun bzang 'jigs med/","1656","1675" , 
"P9581","'bras ljongs rgyal po 04 'gyur med rnam rgyal/","1707","1733" , 
"P959","ri rdzong tshul khrims nyi ma/","1796","1872" , 
"P9591","nye gnas grags pa rin chen/","1250","1310" , 
"P960","shel dkar bla ma sangs rgyas bstan 'phel/","1817","1884","G221"
"P9606","khin, mar tin lu thar/","1929","1968" , 
"P9607","karma bde chen dga' ba'i ye shes 'phrin las kun khyab/","1872","1956" , 
"P961","sa skya khri chen 36 bkra shis rin chen/","1824","1865","G210,G4445"
"P9615","ser smad ri 'bur sprul sku rgyal bstan ngag dbang rgya mtsho/","1923","2006" , 
"P9616","tre hor skyor dpon blo bzang dar rgyas/","1899","1967" , 
"P962","ngor mkhan chen 54 kun dga' bstan pa'i rgyal mtshan/","1829","1870","G211"
"P964","khri tsho mkhan po blo gros bzang po/","1924","1986" , 
"P966","bco brgyad khri chen 18 thub bstan legs bshad rgya mtsho/","1920","2007","G233"
"P967","a 'jam sprul sku kun dga' rgyal mtshan/","1885","1952","G211,G213"
"P9675","bye gzhongs tshe dbang rta mgrin/","1920","1991" , 
"P969","sa skya phun tshogs pho brang thub bstan mkhas grub rgya mtsho/","1906","1933","G232"
"P970","sga bla ma 'jam dbyangs rgyal mtshan/","1870","1940","G1KR2783,G4874"
"P9703","zur mang drung pa 05 sgrub brgyud bstan pa rnam rgyal/","1633","1712","G326"
"P9704","zur mang drung pa 06 bstan 'dzin chos rgyal/","1715","1761","G326"
"P9705","zur mang drung pa 07 karma rab gsal/","1763","1768","G326"
"P9708","zur mang drung pa 10 karma chos kyi nyin byed/","1879","1939","G326"
"P971","sde dge mkhan po bsam gtan blo gros/","1868","1931","G193"
"P9715","wang ying lin/","1223","1296" , 
"P973","ngor mkhan chen 65 ngag dbang blo gros snying po/","1876","1952","G211"
"P9737","dbang chen dgyes rab rdo rje/","1832","1888","G2562"
"P974","ngor mkhan chen 55 ngag dbang bsod nams rgyal mtshan/","1835","1895","G211"
"P9744","karma tshul khrims/","1911","2005","G194"
"P975","sa skya khri chen 37 kun dga' bsod nams/","1842","1882","G880,G232"
"P9752","the bo lung bzang nang pa 03 dkon mchog bstan 'dzin rgya mtsho/","1796","1866","G1KR226"
"P9753","the bo lung bzang nang pa 04 blo bzang bstan 'dzin rgya mtsho/","1888","1900","G1KR226,G1KR217"
"P9754","the bo lung bzang nang pa 05 'jam dbyangs blo bzang bstan 'dzin rgya mtsho/","1907","1942","G1KR217,G1KR226"
"P976","kun dga' snying po/","1850","1899","G4445,G880"
"P977","sa skya khri chen 39 'dzam gling che rgu dbang 'dud/","1855","1919","G880,G232"
"P9773","dkon mchog 'jam dpal yon tan/","1870","1928","G2749"
"P9778","mtshan sgrogs blo bzang 'jam dbyang shes rab/","1929","1959","G4675,G2749"
"P9779","lha rams pa 'jam dbyangs 'phrin las rab rgyas/","1972","1976","G2749"
"P978","sa skya khri chen ngag dbang mthu stobs dbang phyug","1900","1950","G210,G232"
"P9786","na len+dra mkhan chen ngag dbang blo gros rin chen/","1892","1959","G233"
"P979","sa skya khri chen 40 drag shul 'phrin las rin chen/","1871","1935","G210,G4445"
"P980","ngag dbang kun dga' rin chen/","1902","1950","G210"
"P981","sa skya bdag chen ngag dbang kun dga' rgyal mtshan/","1792","1841","G210"
"P9822","smin gling gcung ngag dbang chos grags/","1908","1980","G14"
"P9825","tshal pa drung che smon lam rdo rje/","1284","1347" , 
"P983","sa skya pa kun dga' rin chen bkra shis grags pa rgyal mtshan/","1457","1524" , 
"P9835","bzang po rdo rje/","1735","1887" , 
"P9859","be ri mkhyen brtse/","1890","1946","G36"
"P986","gzhung brgya pa dngos grub dpal 'bar/","1456","1527","G250"
"P9871","blo bzang chos kyi sbyin pa/","1730","1805","G4652,G116"
"P9872","seng tshang 01 blo bzang bstan 'dzin seng+ge","1760","1829","G109,G4652"
"P9879","dpon bla 02 blo bzang bstan pa'i nyi ma/","1839","1896","G4652"
"P9880","dpon bla 03 'jam dbyangs blo bzang bstan pa'i nyi ma/","1895","1941","G4652"
"P9881","dpon bla 04 blo bzang 'jigs med bstan pa'i nyi ma/","1940","1970","G4652"
"P9883","bde ba'i rdo rje/","1922","2002" , 
"P9888","dpon bla 01 lhun grub bstan 'dzin/","1787","1843","G4652"
"P9889","dpal shul 01 bzod pa rgya mtsho/","1795","1867","G4652"
"P9890","dpal shul 02 blo bzang bstan pa rgya mtsho/","1867","1939","G4652"
"P9893","blos 'phrin 02 blo bzang chos 'phel 'phrin las/","1881","1948","G4652"
"P9901","sprul sku o rgyan/","1920","1996","G4732"
"P9905","nyi dga' rin po che kun dga' nyi ma/","1846","1925","G3266"
"P9908","thub bstan rgyal mtshan/","1903","1971" , 
"P9910","'brug rgyal sras sprul sku 03 'jigs med nor bu/","1717","1735" , 
"P992","'dul dkar ba blo gros sbas pa/","1400","1475","G106"
"P9922","drung yig bstan 'dzin rnam rgyal/","1933","2005" , 
"P993","byams gling paN chen bsod nams rnam rgyal/","1401","1475","G4CZ1550"
"P9930","ngag dbang bsod nams bstan 'dzin/","1941","1993" , 
"P995","rgyud chen kun dga' don grub/","1419","1486","G236,G236,G2078,G2078"
"P996","se ra smad mkhas grub bstan pa dar rgyas/","1493","1568","G237"
"P9977","bstan 'dzin don grub/","1680","1728" , 
"P9978","'brug sde srid 14 shes rab dbang phyug","1695","1765" , 
"P998","khri 21 dge legs dpal bzang /","1505","1567","G4607,G304,G337,G2363,G2061"
"P999","bsod nams rgya mtsho/","1543","1588","G154,G180,G108"
