Dharma_Drum_Authority_No,Main_Name,Birth,Death
A014657,嗣宗,+1085-01-01 ~ +1085-12-31,+1153-02-03 ~ +1154-02-20
A014664,道純,+1071-01-01 ~ +1071-12-31,+1157-02-19 ~ +1158-02-07
A014665,德逢,+1073-01-01 ~ +1073-12-31,+1130-02-17 ~ +1131-02-06
A014666,文璉,+1073-01-01 ~ +1073-12-31,+1144-12-31
A014668,齊璉,+1073-01-01 ~ +1073-12-31,+1145-11-26
A014670,德誠,+1074-01-01 ~ +1074-12-31,+1150-02-07 ~ +1151-01-26
A014671,紹宗,+1074-01-01 ~ +1074-12-31,+1158-02-08 ~ +1159-01-27
A014672,尋源,+1843-01-01 ~ +1843-12-31,+1907-05-14
A014673,法燈,+1075-01-01 ~ +1075-12-31,+1127-02-20 ~ +1127-06-18
A014674,惠素,+1075-01-01 ~ +1075-12-31,+1153-02-03 ~ +1154-02-20
A014676,法順,+1076-01-01 ~ +1076-12-31,+1139-02-08 ~ +1140-01-28
A014678,善瑩,+1076-01-01 ~ +1076-12-31,+1155-02-11 ~ +1156-01-30
A014679,淨禪,+1838-01-01 ~ +1838-12-31,+1891-11-02 ~ +1892-01-29
A014683,法和,+1079-01-01 ~ +1079-12-31,+1157-02-19 ~ +1158-02-07
A014684,鮑超,+1828-01-01 ~ +1828-12-31,+1886-01-01 ~ +1886-12-31
A014688,雪竇智鑒,+1105-01-01 ~ +1105-12-31,+1192-08-17 ~ +1192-09-15
A014690,法如,+1080-01-01 ~ +1080-12-31,+1146-02-20 ~ +1147-02-08
A014691,廣初,+1080-01-01 ~ +1080-12-31,+1159-01-28 ~ +1160-02-15
A014693,圓覆,+1080-01-01 ~ +1080-12-31,+1164-02-02 ~ +1165-02-19
A014695,希辯,+1081-01-01 ~ +1081-12-31,+1149-02-17 ~ +1150-01-16
A014696,通法,+1082-01-01 ~ +1082-12-31,+1140-01-29 ~ +1141-02-15
A014698,本寂文觀,+1083-01-01 ~ +1083-12-31,+1178-02-22
A014699,惟照,+1084-01-01 ~ +1084-12-31,+1128-02-10 ~ +1129-01-28
A014700,子宜,+1084-01-01 ~ +1084-12-31,+1140-01-29 ~ +1141-02-15
A014703,善浦,+1085-01-01 ~ +1085-12-31,+1150-02-07 ~ +1151-01-26
A014704,明辯,+1085-01-01 ~ +1085-12-31,+1157-02-19 ~ +1158-02-07
A014705,道詢,+1086-01-01 ~ +1086-12-31,+1142-02-05 ~ +1143-01-24
A014708,永道,+1086-01-01 ~ +1086-12-31,+1147-08-31
A014709,智和,+1086-01-01 ~ +1086-12-31,+1163-02-12 ~ +1164-02-01
A014712,玄照,+1087-01-01 ~ +1087-12-31,+1106-02-13 ~ +1107-02-01
A014715,文海,+1088-01-01 ~ +1088-12-31,+1152-02-15 ~ +1153-02-02
A014716,智連,+1089-01-01 ~ +1089-12-31,+1164-01-20
A014718,有明,+1089-01-01 ~ +1089-12-31,+1168-02-18 ~ +1169-02-05
A014721,智通景深,+1090-01-01 ~ +1090-12-31,+1152-02-15 ~ +1153-02-02
A014726,通鑒能,+1091-01-01 ~ +1091-12-31,+1176-02-20 ~ +1177-02-07
A014727,史大成,+1621-01-01 ~ +1621-12-31,+1682-01-01 ~ +1682-12-31
A014729,智宗,+0930-01-01 ~ +0930-12-31,+1018-01-26 ~ +1019-02-13
A014731,了一,+1092-01-01 ~ +1092-12-31,+1155-04-29
A014732,金聲,+1589-01-01 ~ +1589-12-31,+1645-01-01 ~ +1645-12-31
A014735,文演,+1092-01-01 ~ +1092-12-31,+1156-01-31 ~ +1157-02-18
A014738,靖素,+1094-01-01 ~ +1094-12-31,+1165-02-20 ~ +1166-02-09
A014739,紹祖,+1094-01-01 ~ +1094-12-31,+1168-02-18 ~ +1169-02-05
A014742,通雲,+1594-04-15,+1663-02-17
A014743,宗璉,+1097-01-01 ~ +1097-12-31,+1160-02-16 ~ +1161-02-03
A014745,行通,+1097-01-01 ~ +1097-12-31,+1165-02-20 ~ +1166-02-09
A014746,王豫,+1768-01-01 ~ +1768-12-31,+1826-01-01 ~ +1826-12-31
A014750,法律,+1099-01-01 ~ +1099-12-31,+1166-02-10 ~ +1167-01-29
A014751,慧新,+1100-01-01 ~ +1100-12-31,+1147-02-09 ~ +1148-01-29
A014757,哞哈囉悉利,+1103-01-01 ~ +1103-12-31,+1165-06-10
A014761,文爾,+1103-01-01 ~ +1103-12-31,+1166-02-10 ~ +1167-01-29
A014766,惟訥,+1103-01-01 ~ +1103-12-31,+1173-12-14 ~ +1174-01-11
A014771,海淨,+1103-01-01 ~ +1103-12-31,+1192-07-22
A014772,琛,+1104-01-01 ~ +1104-12-31,+1173-01-23 ~ +1174-02-10
A014773,圓性,+1104-01-01 ~ +1104-12-31,+1175-02-01 ~ +1176-02-19
A014776,福潮,+1105-01-01 ~ +1105-12-31,+1141-02-16 ~ +1142-02-04
A014777,慧空,+1106-01-01 ~ +1106-12-31,+1174-05-03
A014780,閔損,-0536-01-01 ~ -0536-12-31,-0487-01-01 ~ -0487-12-31
A014781,曇備,+0324-01-01 ~ +0324-12-31,+0396-01-28 ~ +0396-11-07
A014792,竹禪,+1824-01-01 ~ +1824-12-31,+1900-11-22 ~ +1901-02-18
A014794,何法倪,+0339-01-01 ~ +0339-12-31,+0404-07-01 ~ +0404-07-31
A014796,師體,+1108-01-01 ~ +1108-12-31,+1179-09-14
A014799,癡禪元妙,+1111-01-01 ~ +1111-12-31,+1164-02-02 ~ +1165-02-19
A014802,隆藕,+1828-01-01 ~ +1828-12-31,+1910-06-07 ~ +1910-07-06
A014803,智崇,+1111-01-01 ~ +1111-12-31,+1178-01-28 ~ +1179-02-15
A014808,芥航,+1834-02-09 ~ +1835-01-28,+1889-01-31 ~ +1890-01-20
A014810,僧基,+0330-01-01 ~ +0330-12-31,+0397-02-14 ~ +0398-02-03
A014835,智融,+1114-01-08 ~ +1115-01-07,+1193-06-08 ~ +1193-07-07
A014836,智廉,+1114-01-01 ~ +1114-12-31,+1195-02-19 ~ +1196-02-07
A014837,錢儼,+0937-01-01 ~ +0937-12-31,+1003-01-01 ~ +1003-12-31
A014842,洪照,+1115-01-01 ~ +1115-12-31,+1186-01-30 ~ +1187-02-16
A014843,無等有才,+1116-01-01 ~ +1116-12-31,+1169-07-29
A014901,元勰,+0473-01-01 ~ +0473-12-31,+0508-09-28 ~ +0509-02-06
A014932,僧格林沁,+1811-01-01 ~ +1811-12-31,+1865-01-01 ~ +1865-12-31
A014945,佛慧,+1538-01-01 ~ +1538-12-31,+1628-09-02
A014948,啟原,+1333-01-01 ~ +1333-12-31,+1407-04-17
A014952,梅紀巴,+1007-01-01 ~ +1010-12-31,+1084-01-01 ~ +1084-12-31
A014985,吳克己,+1140-01-01 ~ +1140-12-31,+1214-11-11 ~ +1215-02-07
A014991,王忱,+0293,+0392-11-18
A015005,元鸞,+0468-01-01 ~ +0468-12-31,+0505-05-15
A015010,郗愔,+0313-01-01 ~ +0313-12-31,+0384-01-01 ~ +0384-12-31
A015012,法盛,+0368-01-01 ~ +0368-12-31,+0439-10-21
A015017,汪大紳,+1725-01-01 ~ +1725-12-31,+1792-01-24 ~ +1793-02-10
A015027,尹愔,+0702-01-01 ~ +0702-12-31,+0741-01-26 ~ +0742-02-13
A015028,崔慧景,+0438-01-01 ~ +0438-12-31,+0500-05-19
A015122,慈慶,+0439-01-01 ~ +0439-12-31,+0524-01-24 ~ +0525-02-09
A015127,楊艷,+0238-01-01 ~ +0238-12-31,+0274-07-26
A015134,高照容,+0469-01-01 ~ +0469-12-31,+0497-02-19 ~ +0498-02-07
A015141,孫遼,+0458-01-01 ~ +0458-12-31,+0524-01-24 ~ +0525-02-09
A015167,元尼,+0465-01-01 ~ +0465-12-31,+0529-01-27 ~ +0530-02-14
A015172,拓跋澄,+0467-01-01 ~ +0467-12-31,+0519-02-17 ~ +0520-02-05
A015174,邢遜,+0491-01-01 ~ +0491-12-31,+0546-02-18 ~ +0547-02-07
A015184,蕭承之,+0384-01-01 ~ +0384-12-31,+0447-02-02 ~ +0448-01-22
A015191,葉夢得,+1077-01-01 ~ +1077-12-31,+1148-01-30 ~ +1149-02-16
A015192,韓駒,+1080-01-01 ~ +1080-12-31,+1135-01-23 ~ +1136-02-10
A015193,蘇庠,+1065-01-01 ~ +1065-12-31,+1147-01-01 ~ +1147-12-31
A015211,韓元吉,+1118-01-01 ~ +1118-12-31,+1187-01-01 ~ +1187-12-31
A015217,法聚,+1492-12-27,+1563-06-19
A015220,普照,+0418-01-01 ~ +0418-12-31,+0442-02-27 ~ +0442-03-28
A015226,朱敦儒,+1081-01-01 ~ +1081-12-31,+1159-01-28 ~ +1160-02-15
A015227,劉燾,+1071,+1131
A015229,錢象祖,+1145-01-01 ~ +1145-12-31,+1211-01-01 ~ +1211-12-31
A015243,辯,+1091-01-01 ~ +1091-12-31,+1162-01-01 ~ +1162-12-31
A015266,胤,+1118-01-01 ~ +1118-12-31,+1183-02-02 ~ +1184-02-20
A015267,納碧修玩,+1118-01-01 ~ +1118-12-31,+1191-02-03 ~ +1192-01-23
A015268,宗理,+1120-01-01 ~ +1120-12-31,+1205-01-29 ~ +1206-02-16
A015269,子猷,+1121-01-01 ~ +1121-12-31,+1189-01-26 ~ +1189-02-24
A015270,祥英,+1121-01-01 ~ +1121-12-31,+1199-02-04 ~ +1200-01-24
A015271,雲潤,+1122-01-01 ~ +1122-12-31,+1175-02-01 ~ +1176-02-19
A015272,谷菴景蒙,+1124-01-01 ~ +1124-12-31,+1187-02-17 ~ +1188-02-05
A015274,歲翁處良,+1124-01-01 ~ +1124-12-31,+1187-02-17 ~ +1188-02-05
A015278,了奇,+1129-01-01 ~ +1129-12-31,+1179-02-16 ~ +1180-02-04
A015279,圓蓋,+1132-01-01 ~ +1132-12-31,+1195-02-19 ~ +1196-02-07
A015281,相了,+1134-01-01 ~ +1134-12-31,+1203-02-21 ~ +1204-02-09
A015289,了彬,+1136-01-01 ~ +1136-12-31,+1213-01-31 ~ +1214-02-18
A015291,師簡,+1138-01-01 ~ +1138-12-31,+1208-01-26 ~ +1209-02-12
A015295,德輝,+1142-01-01 ~ +1142-12-31,+1204-02-10 ~ +1205-01-28
A015296,法秀,+1143-01-01 ~ +1143-12-31,+1198-02-15 ~ +1199-02-03
A015299,修證,+1144-01-01 ~ +1144-12-31,+1220-11-28
A015300,道勝,+1147-01-01 ~ +1147-12-31,+1202-02-02 ~ +1203-02-20
A015301,惠寂,+1148-01-01 ~ +1148-12-31,+1226-09-30 ~ +1226-10-29
A015303,淨悟,+1149-01-01 ~ +1149-12-31,+1207-02-06 ~ +1208-01-25
A015304,祖朗,+1149-01-01 ~ +1149-12-31,+1222-02-20 ~ +1223-02-08
A015307,洪勍,+1150-01-01 ~ +1150-12-31,+1201-02-12 ~ +1202-02-01
A015308,智照,+1151-01-01 ~ +1151-12-31,+1195-02-19 ~ +1196-02-07
A015311,禪鑒,+1151-01-01 ~ +1151-12-31,+1216-06-30
A015313,西山亮,+1153-01-01 ~ +1153-12-31,+1242-03-28
A015315,永聰,+1161-08-18,+1225-04-29
A015318,法雲,+1163-01-01 ~ +1163-12-31,+1226-02-06 ~ +1227-01-25
A015319,興崇,+1166-01-01 ~ +1166-12-31,+1208-01-26 ~ +1209-01-04
A015320,宗可,+1171-01-01 ~ +1171-12-31,+1231-02-11 ~ +1232-01-30
A015322,文杲,+1167-01-01 ~ +1167-12-31,+1242-07-30
A015323,善選,+1175-01-01 ~ +1175-12-31,+1252-06-16 ~ +1252-07-14
A015325,通玄惠玨,+1186-01-01 ~ +1186-12-31,+1247-02-14 ~ +1248-02-03
A015326,妙印,+1187-01-01 ~ +1187-12-31,+1255-10-02
A015327,南翁汝明,+1189-01-01 ~ +1189-12-31,+1259-02-01 ~ +1260-02-19
A015328,道源,+1191-01-01 ~ +1191-12-31,+1249-01-23 ~ +1250-02-09
A015333,正凝,+1192-01-01 ~ +1192-12-31,+1275-01-13
A015334,弘明虛照,+1196-01-01 ~ +1196-12-31,+1252-06-23
A015336,善柔,+1198-01-01 ~ +1198-12-31,+1269-02-10 ~ +1270-01-29
A015337,慧明,+1199-01-01 ~ +1199-12-31,+1270-01-30 ~ +1271-02-17
A015338,宗超,+1200-01-01 ~ +1200-12-31,+1252-02-19 ~ +1253-02-06
A015340,別山祖智,+1193-01-01 ~ +1193-12-31,+1260-10-14 ~ +1260-11-11
A015341,洪勝,+1200-01-01 ~ +1200-12-31,+1262-01-29 ~ +1263-02-16
A015342,雄辨,+1200-01-01 ~ +1200-12-31,+1279-05-14
A015343,德誠,+1203-01-01 ~ +1203-12-31,+1254-01-28 ~ +1255-02-15
A015344,文侃,+1203-01-01 ~ +1203-12-31,+1260-06-18 ~ +1261-02-07
A015346,福裕,+1203-01-01 ~ +1203-12-31,+1275-08-20
A015347,澄鑑,+1230-01-01 ~ +1230-12-31,+1311-07-13
A015349,子廣,+1207-01-01 ~ +1207-12-31,+1273-01-28 ~ +1274-02-15
A015350,寶葉妙源,+1207-01-01 ~ +1207-12-31,+1281-01-29 ~ +1282-02-16
A015351,宗鍪,+1208-01-01 ~ +1208-12-31,+1287-09-13
A015353,永清,+1215-12-23,+1290-02-27
A015354,實際,+1216-01-01 ~ +1216-12-31,+1278-02-01 ~ +1279-02-19
A015358,智恭,+1216-01-01 ~ +1216-12-31,+1293-02-15 ~ +1294-02-03
A015360,華嚴至溫,+1217-01-01 ~ +1217-12-31,+1267-02-03 ~ +1268-01-22
A015361,知賾,+1219-01-01 ~ +1219-12-31,+1278-02-01 ~ +1279-02-19
A015364,善良,+1219-01-01 ~ +1219-12-31,+1297-03-02 ~ +1298-02-18
A015371,因陀羅布底,+0687-01-01 ~ +0687-12-31,+0717-01-01 ~ +0717-12-31
A015376,業首,+0373-01-01 ~ +0373-12-31,+0462-02-16 ~ +0463-02-04
A015392,文泰,+1236-01-01 ~ +1236-12-31,+1289-01-30 ~ +1290-02-17
A015398,鏡空聞叟,+1223-01-01 ~ +1223-12-31,+1291-02-08 ~ +1292-01-27
A015402,雄辯,+1229-01-01 ~ +1229-12-31,+1301-12-17
A015403,紹志,+1229-01-01 ~ +1229-12-31,+1303-01-27 ~ +1304-02-13
A015404,膽巴,+1230-01-01 ~ +1230-12-31,+1303-05-25 ~ +1303-07-22
A015406,至明,+1230-01-01 ~ +1230-12-31,+1315-12-09
A015407,雲屋自閒,+1231-01-01 ~ +1231-12-31,+1312-12-02
A015408,廣裕,+1236-01-01 ~ +1236-12-31,+1307-02-11 ~ +1308-01-31
A015409,定演,+1237-01-01 ~ +1237-12-31,+1309-02-19 ~ +1310-02-07
A015411,鳳林福演,+1240-01-01 ~ +1240-12-31,+1300-01-30 ~ +1301-02-17
A015412,吉安,+1240-01-01 ~ +1240-12-31,+1303-01-27 ~ +1304-02-13
A015417,寶賢,+0401-01-01 ~ +0401-12-31,+0477-08-06 ~ +0478-02-18
A015418,裴子野,+0469-01-01 ~ +0469-12-31,+0530-02-15 ~ +0531-02-04
A015430,志誠,+1233-01-01 ~ +1233-12-31,+1297-03-02 ~ +1298-02-18
A015431,一山了萬,+1242-01-01 ~ +1242-12-31,+1313-01-01
A015432,繼聰,+1241-01-01 ~ +1241-12-31,+1317-01-22 ~ +1318-02-09
A015433,福海,+1242-01-01 ~ +1242-12-31,+1309-03-04
A015434,栖岩益,+1243-01-01 ~ +1243-12-31,+1315-02-13 ~ +1316-02-01
A015435,紹明,+1244-01-01 ~ +1244-12-31,+1318-02-10 ~ +1319-01-29
A015436,福遇,+1245-01-01 ~ +1245-12-31,+1313-02-04 ~ +1314-01-24
A015437,文述,+1236-01-01 ~ +1236-12-31,+1313-10-21
A015439,筠巖太節,+1246-01-01 ~ +1246-12-31,+1335-12-24 ~ +1336-02-20
A015443,西礀子曇,+1249-01-01 ~ +1249-12-31,+1306-01-23 ~ +1307-02-10
A015444,法淨,+0409-01-01 ~ +0409-12-31,+0473-02-14 ~ +0474-02-03
A015445,萬恆,+1249-01-01 ~ +1249-12-31,+1319-01-30 ~ +1320-02-17
A015446,絕學道勤,+1250-01-01 ~ +1250-12-31,+1316-02-02 ~ +1317-01-21
A015447,普容,+1251-01-01 ~ +1251-12-31,+1320-03-19
A015448,混丘,+1250-01-01 ~ +1250-12-31,+1322-01-26 ~ +1323-02-13
A015449,西溪于慶,+1252-01-01 ~ +1252-12-31,+1329-03-07 ~ +1329-09-03
A015451,月林鏡,+1434-01-01 ~ +1434-12-31,+1519-02-10 ~ +1520-01-29
A015452,慧空元模,+1255-01-01 ~ +1255-12-31,+1300-01-30 ~ +1301-02-17
A015453,玄堅,+1255-01-01 ~ +1255-12-31,+1319-01-30 ~ +1320-02-17
A015455,定,+1256-01-01 ~ +1256-12-31,+1323-02-14 ~ +1324-02-03
A015456,無象易,+1256-01-01 ~ +1256-12-31,+1354-02-02 ~ +1355-01-21
A015457,北溪智延,+1257-01-01 ~ +1257-12-31,+1335-02-02 ~ +1335-12-15
A015458,文節,+1257-01-01 ~ +1257-12-31,+1342-04-09
A015459,竺元妙道,+1257-01-01 ~ +1257-12-31,+1345-02-11 ~ +1346-01-30
A015462,淳朋,+1259-01-01 ~ +1259-12-31,+1336-02-21 ~ +1337-02-08
A015465,法聞,+1260-01-01 ~ +1260-12-31,+1317-01-22 ~ +1318-02-09
A015466,法緣,+0424-01-01 ~ +0424-12-31,+0479-05-30 ~ +0480-01-28
A015467,世誠,+1260-01-01 ~ +1260-12-31,+1332-02-05 ~ +1332-09-10
A015468,王遠知,+0528-01-01 ~ +0528-12-31,+0635-01-01 ~ +0635-12-31
A015470,惠汶,+1260-01-01 ~ +1260-12-31,+1332-02-05 ~ +1332-09-10
A015471,普善,+1260-01-01 ~ +1260-12-31,+1335-02-02 ~ +1335-12-15
A015472,善慶,+1260-01-01 ~ +1260-12-31,+1338-01-29 ~ +1339-02-16
A015473,法喜,+1261-01-01 ~ +1261-12-31,+1313-02-04 ~ +1314-01-24
A015474,祖進,+1261-01-01 ~ +1261-12-31,+1337-02-09 ~ +1338-01-28
A015475,明極楚俊,+1262-01-01 ~ +1262-12-31,+1336-02-21 ~ +1337-02-08
A015481,潘師正,+0584-01-01 ~ +0584-12-31,+0682-04-05 ~ +0683-02-04
A015482,損菴洪益,+1263-01-01 ~ +1263-12-31,+1340-02-06 ~ +1341-01-25
A015484,覺明,+1266-01-01 ~ +1266-12-31,+1328-10-24 ~ +1329-02-07
A015486,致蘊寂室,+1266-01-01 ~ +1266-12-31,+1342-02-14 ~ +1343-02-03
A015487,無極導,+1268-01-01 ~ +1268-12-31,+1332-02-05 ~ +1332-09-10
A015488,宗偉,+1268-01-01 ~ +1268-12-31,+1355-01-29
A015489,子儀,+1269-01-01 ~ +1269-12-31,+1326-02-11 ~ +1327-01-31
A015490,華國子文,+1269-01-01 ~ +1269-12-31,+1351-02-05 ~ +1352-01-25
A015493,曇徹,+0422-01-01 ~ +0422-12-31,+0484-02-13 ~ +0485-02-01
A015495,東明慧日,+1272-01-01 ~ +1272-12-31,+1340-02-06 ~ +1341-01-25
A015496,法洪,+1272-01-01 ~ +1272-12-31,+1344-01-24 ~ +1345-02-10
A015497,玉山法清,+1272-01-01 ~ +1272-12-31,+1380-02-15 ~ +1381-02-02
A015499,僧敬,+0403-01-01 ~ +0403-12-31,+0486-03-24
A015500,僧讓,+1272-01-01 ~ +1272-12-31,+1381-02-03 ~ +1382-01-22
A015502,文才,+1273-01-01 ~ +1273-12-31,+1352-01-26 ~ +1353-02-12
A015503,魯雲行興,+1274-01-01 ~ +1274-12-31,+1333-11-23 ~ +1334-02-12
A015508,竺田汝霖,+1274-01-01 ~ +1274-12-31,+1339-07-10
A015509,崇琛,+1275-01-01 ~ +1275-12-31,+1335-12-24 ~ +1336-02-20
A015517,守忠,+1275-10-28,+1348-11-27
A015518,普慈,+1264-01-01 ~ +1264-12-31,+1351-02-05 ~ +1352-01-25
A015519,圜明沖鑑,+1276-01-01 ~ +1276-12-31,+1340-02-06 ~ +1341-01-25
A015521,廣鑄,+1277-01-01 ~ +1277-12-31,+1331-02-16 ~ +1332-02-04
A015522,法樞,+1278-01-01 ~ +1278-12-31,+1340-09-15
A015526,永暉,+1278-01-01 ~ +1278-12-31,+1354-02-02 ~ +1355-01-21
A015527,松隱小茂,+1280-01-01 ~ +1280-12-31,+1364-02-12 ~ +1365-01-30
A015532,無極志玄,+1282-01-01 ~ +1282-12-31,+1359-02-06 ~ +1360-01-26
A015536,義讓,+1284-01-01 ~ +1284-12-31,+1340-02-06 ~ +1341-01-25
A015537,魏世子女,+0411-01-01 ~ +0411-12-31,+0424-09-18 ~ +0453-03-17
A015538,正友,+1285-02-13 ~ +1286-02-01,+1352-06-23
A015543,紹大,+1286-01-01 ~ +1286-12-31,+1359-09-07
A015544,雪崖端,+1289-01-01 ~ +1289-12-31,+1371-01-25 ~ +1372-02-12
A015546,松壑正壽,+1290-01-01 ~ +1290-12-31,+1342-02-14 ~ +1343-02-03
A015547,正源,+1290-01-01 ~ +1290-12-31,+1361-07-11 ~ +1361-08-08
A015548,守貴,+1290-01-01 ~ +1290-12-31,+1361-02-14 ~ +1362-02-03
A015549,浦尚,+1290-01-01 ~ +1290-12-31,+1362-02-04 ~ +1363-01-23
A015554,虛堂,+1292-01-01 ~ +1292-12-31,+1369-07-28
A015556,道榮,+1083 ~ +1131,+1133 ~ +1182
A015557,古先印原,+1295-01-01 ~ +1295-12-31,+1374-03-15
A015558,雪竇大證,+1297-01-01 ~ +1297-12-31,+1361-02-14 ~ +1362-02-03
A015559,廷俊,+1299-01-01 ~ +1299-12-31,+1368-06-16
A015561,僧猛,+0418-01-01 ~ +0418-12-31,+0489-02-17 ~ +0490-02-06
A015562,世愚,+1302-01-01 ~ +1302-12-31,+1371-01-05
A015564,蘭室德馨,+1303-01-01 ~ +1303-12-31,+1372-02-13 ~ +1373-01-31
A015565,惟則,+1303-01-01 ~ +1303-12-31,+1373-03-03 ~ +1373-04-01
A015571,善學,+1307-01-01 ~ +1307-12-31,+1370-05-23
A015572,無旨可授,+1307-01-01 ~ +1307-12-31,+1375-02-09 ~ +1376-01-29
A015573,智順,+1327-09-14,+1373-09-15
A015575,仲邠克岐,+1309-01-01 ~ +1309-12-31,+1391-09-23
A015576,會堂自緣,+1310-01-01 ~ +1310-12-31,+1368-01-31 ~ +1369-02-14
A015577,汪子華,+0714-01-25 ~ +0715-02-12,+0789-02-10
A015578,智及,+1311-01-01 ~ +1311-12-31,+1378-10-03
A015579,普仁,+1312-01-01 ~ +1312-12-31,+1375-09-11
A015580,妙智,+0432-01-01 ~ +0432-12-31,+0495-02-12 ~ +0496-01-31
A015581,原瀞,+1312-01-01 ~ +1312-12-31,+1378-02-24
A015582,木菴司聰,+1312-01-01 ~ +1312-12-31,+1381-05-03
A015583,悅顏,+1314-01-01 ~ +1314-12-31,+1387-01-28 ~ +1388-02-15
A015584,印海子實,+1314-01-01 ~ +1314-12-31,+1391-02-13 ~ +1392-02-01
A015587,妙峰福勝,+1316-01-01 ~ +1316-12-31,+1352-01-26 ~ +1353-02-12
A015588,牧隱文謙,+1316-01-01 ~ +1316-12-31,+1372-02-13 ~ +1373-01-31
A015590,輔良,+1317-01-01 ~ +1317-12-31,+1371-02-09
A015593,懷渭,+1318-01-01 ~ +1318-12-31,+1376-01-15
A015601,性原慧明,+1318-01-01 ~ +1318-12-31,+1386-07-27
A015603,王克明,+1069-01-01 ~ +1069-12-31,+1135-01-01 ~ +1135-12-31
A015606,惠勤,+1320-02-18 ~ +1321-02-05,+1376-06-10
A015611,無文本褧,+1325-01-01 ~ +1325-12-31,+1399-04-11
A015615,荊山良玉,+1326-01-01 ~ +1326-12-31,+1394-02-09 ~ +1395-01-29
A015617,無念勝學,+1326-01-01 ~ +1326-12-31,+1406-01-29 ~ +1407-02-16
A015618,古朴德智,+1326-01-01 ~ +1326-12-31,+1426-09-13
A015619,一言道顯,+1329-01-01 ~ +1329-12-31,+1413-06-20
A015621,德祥,+1330-01-01 ~ +1330-12-31,+1392-02-02 ~ +1393-02-19
A015622,活石永英,+1330-01-01 ~ +1330-12-31,+1384-01-31 ~ +1385-02-17
A015623,止堂大山,+1331-01-01 ~ +1331-12-31,+1402-02-11 ~ +1402-07-22
A015627,凝然了改,+1335-01-01 ~ +1335-12-31,+1421-02-11 ~ +1422-01-31
A015632,妙智,+1337-01-01 ~ +1337-12-31,+1408-02-06 ~ +1409-01-24
A015639,道安,+1340-01-01 ~ +1340-12-31,+1416-02-08 ~ +1417-01-26
A015640,無已道聖,+1341-01-01 ~ +1341-12-31,+1391-02-13 ~ +1392-02-01
A015641,石屋真梁,+1345-01-01 ~ +1345-12-31,+1423-02-20 ~ +1424-02-09
A015643,能義,+1346-01-01 ~ +1346-12-31,+1415-02-19 ~ +1416-02-07
A015644,佛妙,+1351-01-01 ~ +1351-12-31,+1430-01-18
A015649,鄭梁,+1637-01-01 ~ +1637-12-31,+1713-01-01 ~ +1713-12-31
A015654,棲巖慧進,+1355-01-01 ~ +1355-12-31,+1436-01-27 ~ +1437-02-13
A015655,祖庭,+1358-01-01 ~ +1358-12-31,+1442-02-20 ~ +1443-02-08
A015656,永隆,+1360-01-01 ~ +1360-12-31,+1392-02-02 ~ +1393-02-19
A015658,立中成,+1361-01-01 ~ +1361-12-31,+1443-02-09 ~ +1444-01-28
A015659,子敬,+1365-01-01 ~ +1365-12-31,+1457-02-24 ~ +1458-01-23
A015661,文海道瀾,+1368-01-01 ~ +1368-12-31,+1436-02-17
A015668,佟佳氏,+1640-01-01 ~ +1640-12-31,+1663-01-01 ~ +1663-12-31
A015672,覺菴宗妙,+1369-01-01 ~ +1369-12-31,+1443-08-16
A015673,廣鏔,+1369-01-01 ~ +1369-12-31,+1481-02-08 ~ +1482-01-27
A015674,日庵曇旭,+1371-01-01 ~ +1371-12-31,+1437-02-14 ~ +1438-02-03
A015675,宗靜,+1373-02-01 ~ +1374-02-19,+1448-11-29
A015676,性天如皎,+1374-09-07,+1443-04-24
A015677,簡庵師頤,+1376-09-30,+1432-11-05
A015678,桑渴巴辣,+1377-01-01 ~ +1377-12-31,+1446-02-05 ~ +1447-01-25
A015679,覺初祖心,+1377-01-01 ~ +1377-12-31,+1461-02-19 ~ +1462-02-07
A015681,竹居正猷,+1380-01-01 ~ +1380-12-31,+1461-02-19 ~ +1462-02-07
A015682,俱空契斌,+1383-01-01 ~ +1383-12-31,+1452-01-31 ~ +1453-02-17
A015686,馮恕,+1867-01-01 ~ +1867-12-31,+1948-01-01 ~ +1948-12-31
A015692,海舟永慈,+1393-01-01 ~ +1393-12-31,+1461-02-19 ~ +1462-02-07
A015694,楊雍建,+1627-02-16 ~ +1627-09-30,+1704-02-05 ~ +1705-01-24
A015695,性天宗杲,+1395-01-01 ~ +1395-12-31,+1451-02-11 ~ +1452-01-30
A015697,蘊空祖能,+1402-05-16,+1466-12-06
A015699,器之為璠,+1404-01-01 ~ +1404-12-31,+1468-02-03 ~ +1469-01-21
A015701,葉法善,+0616-01-01 ~ +0616-12-31,+0720-01-01 ~ +0720-12-31
A015703,千夫性一,+1618-01-01 ~ +1618-12-31,+1676-12-20
A015704,本善,+1419-01-01 ~ +1419-12-31,+1482-01-28 ~ +1483-02-15
A015706,寶峰德聚,+1414-01-01 ~ +1414-12-31,+1472-02-18 ~ +1473-02-05
A015707,李雲書,+1867-01-01 ~ +1867-12-31,+1928-01-01 ~ +1928-12-31
A015709,一州正伊,+1416-01-01 ~ +1416-12-31,+1487-02-03 ~ +1487-09-18
A015710,劉攽,+1023-01-01 ~ +1023-12-31,+1089-02-19 ~ +1090-02-08
A015711,無方可從,+1420-01-01 ~ +1420-12-31,+1483-02-16 ~ +1484-02-05
